,Address,Latitude,Longitude
72,Hadapsar,18.526967,73.9278252
73,Kharadi,18.5512763,73.9416575
74,Aundh,18.5618834,73.8101957
75,Akurdi,18.6486364,73.764716
76,Pimple Saudagar,18.5981553,73.7977661
77,Shukrawar Peth,18.5113537,73.8540109
78,NIBM Road,18.46855,73.9005278
79,Baner,19.5322824,82.8086975
80,Pimple Saudagar,18.5981553,73.7977661
81,Koregaon Park,18.5377173,73.8929915
82,Karve Nagar,18.4894205,73.821347
83,Narhe,18.1919971,73.8594505
84,Katraj,18.4536792,73.8563196
85,Magarpatta,18.5111545,73.92738227328095
86,FC Road,18.5156952,73.8420323
87,Karve Nagar,18.4894205,73.821347
88,Bhosari,18.6210093,73.8501298
89,Chinchwad,18.6403548,73.7917128
90,SB Road - Aundh,18.5551132,73.797677
91,Viman Nagar,17.4467567,78.4838203
92,Vishrantwadi,18.57263,73.87825
93,NIBM Road,18.46855,73.9005278
94,Kalyani Nagar,18.5481732,73.90075640909583
95,Kalyani Nagar,18.5481732,73.90075640909583
96,Karve Nagar,18.4894205,73.821347
97,Hinjawadi,18.5927532,73.7382151
98,Wadgaon Sheri,18.5504406,73.9171674562999
99,Shivaji Nagar,25.88455445,86.03985031384562
100,Wakad,18.6022495,73.7644454
101,Katraj,18.4536792,73.8563196
102,Bund Garden Road,18.5328634,73.8790124
103,Wadgaon Sheri,18.5504406,73.9171674562999
104,Old Mumbai-Pune Highway,18.6075526,73.8218069
105,Wagholi,21.196801,77.92382070488121
106,Baner,19.5322824,82.8086975
107,NIBM Road,18.46855,73.9005278
108,Ravet,18.643269,73.7450557
109,Sadashiv Peth,18.5107764,73.8502149
110,Baner,19.5322824,82.8086975
111,Kondhwa,18.4779905,73.8940627
112,Pimple Saudagar,18.5981553,73.7977661
113,Koregaon Park,18.5377173,73.8929915
114,Hadapsar,18.526967,73.9278252
115,Karve Nagar,18.4894205,73.821347
116,Lonavala,18.7548563,73.4016729
117,Kharadi,18.5512763,73.9416575
118,FC Road,18.5156952,73.8420323
119,Pimple Saudagar,18.5981553,73.7977661
120,Pimple Gurav,18.5874457,73.8213076
121,Deccan Gymkhana,18.5158926,73.84116
122,Deccan Gymkhana,18.5158926,73.84116
123,Katraj,18.4536792,73.8563196
124,Dhole Patil Road,18.5348981,73.8767104
125,Kalyani Nagar,18.5481732,73.90075640909583
126,Viman Nagar,17.4467567,78.4838203
127,Bavdhan,18.5209541,73.7780873
128,Senapati Bapat Road,19.0121711,72.8360819
129,Kalyani Nagar,18.5481732,73.90075640909583
130,Kothrud,18.5038889,73.807673
131,NIBM Road,18.46855,73.9005278
132,NIBM Road,18.46855,73.9005278
133,Viman Nagar,17.4467567,78.4838203
134,Viman Nagar,17.4467567,78.4838203
135,Wakad,18.6022495,73.7644454
136,Kharadi,18.5512763,73.9416575
137,Bavdhan,18.5209541,73.7780873
138,Warje,18.4820444,73.8001705
139,Lohegaon,18.580374900000002,73.9182264958952
140,Chinchwad,18.6403548,73.7917128
141,Chinchwad,18.6403548,73.7917128
142,Baner,19.5322824,82.8086975
143,Shivaji Nagar,25.88455445,86.03985031384562
144,Hadapsar,18.526967,73.9278252
145,Ravet,18.643269,73.7450557
146,Wakad,18.6022495,73.7644454
147,Kondhwa,18.4779905,73.8940627
148,Narhe,18.1919971,73.8594505
149,Khadki,18.5681753,73.8507787
150,Pimpri,18.6229526,73.8025117
151,Kharadi,18.5512763,73.9416575
152,Bhosari,18.6210093,73.8501298
153,Kothrud,18.5038889,73.807673
154,Sadashiv Peth,18.5107764,73.8502149
155,Katraj,18.4536792,73.8563196
156,Kothrud,18.5038889,73.807673
157,Shivane,17.5198328,75.1459265
158,NIBM Road,18.46855,73.9005278
159,Lohegaon,18.580374900000002,73.9182264958952
160,Bavdhan,18.5209541,73.7780873
161,Kothrud,18.5038889,73.807673
162,Chinchwad,18.6403548,73.7917128
163,Sinhgad Road,18.454670399999998,73.8190089
164,Khadki,18.5681753,73.8507787
165,Wakad,18.6022495,73.7644454
166,Pimpri,18.6229526,73.8025117
167,Mundhwa,18.5336727,73.9317831
168,Baner,19.5322824,82.8086975
169,Wakad,18.6022495,73.7644454
170,Vishrantwadi,18.57263,73.87825
171,Pimpri,18.6229526,73.8025117
172,Erandwane,,
173,Satara Road,17.7674338,74.1126563
174,NIBM Road,18.46855,73.9005278
175,Hinjawadi,18.5927532,73.7382151
176,Pimple Saudagar,18.5981553,73.7977661
177,Fatima Nagar,18.5045098,73.902129
178,Shivaji Nagar,25.88455445,86.03985031384562
179,Shivaji Nagar,25.88455445,86.03985031384562
180,Kalyani Nagar,18.5481732,73.90075640909583
181,SB Road - Aundh,18.5551132,73.797677
182,Ravet,18.643269,73.7450557
183,Hadapsar,18.526967,73.9278252
184,Lohegaon,18.580374900000002,73.9182264958952
185,Kondhwa,18.4779905,73.8940627
186,Law College Road,27.4901605,95.3619379
187,Lohegaon,18.580374900000002,73.9182264958952
188,Viman Nagar,17.4467567,78.4838203
189,Baner,19.5322824,82.8086975
190,Hinjawadi,18.5927532,73.7382151
191,Old Mumbai-Pune Highway,18.6075526,73.8218069
192,Salunkhe Vihar Road,18.4817595,73.8975331
193,Kalyani Nagar,18.5481732,73.90075640909583
194,Bund Garden Road,18.5328634,73.8790124
195,Balewadi,18.5820266,73.7689831
196,Karve Nagar,18.4894205,73.821347
197,Sinhgad Road,18.454670399999998,73.8190089
198,Viman Nagar,17.4467567,78.4838203
199,Erandwane,,
200,Tilak Road,25.4319157,81.8384116
201,Katraj,18.4536792,73.8563196
202,JM Road,17.954716400000002,-76.88343317312439
203,MG Road,12.9755264,77.6067902
204,Rasta Peth,17.6588359,75.9056344
205,Aundh,18.5618834,73.8101957
206,Chinchwad,18.6403548,73.7917128
207,Aundh,18.5618834,73.8101957
208,Wakad,18.6022495,73.7644454
209,Viman Nagar,17.4467567,78.4838203
210,FC Road,18.5156952,73.8420323
211,Kondhwa,18.4779905,73.8940627
212,Karve Nagar,18.4894205,73.821347
213,Kothrud,18.5038889,73.807673
214,Lohegaon,18.580374900000002,73.9182264958952
215,Baner,19.5322824,82.8086975
216,Hadapsar,18.526967,73.9278252
217,Kondhwa,18.4779905,73.8940627
218,Chinchwad,18.6403548,73.7917128
219,Ravet,18.643269,73.7450557
220,Katraj,18.4536792,73.8563196
221,Dhankawadi,18.4652208,73.8495579
222,Baner,19.5322824,82.8086975
