,Unnamed: 0,Restaurant_Name,Locality_Restaurant,Ratings_out_of_5_Restaurant,Price_Restaurant,Price Level__Restaurant,Latitude_x__Restaurant,Longitude_x__Restaurant,Nearest_Place_Index_0,Distance_to_Place_0_from__Restaurant,Name_Place,Latitude_place_0_x,Longitude_place_0_x,Rating_Place,Place_ID_Place,amusement_park_Place,art_gallery_Place,campground_Place,car_rental_Place,cemetery_Place,church_Place,establishment_Place,finance_Place,food_Place,gym_Place,health_Place,hindu_temple_Place,lodging_Place,museum_Place,park_Place,place_of_worship_Place,point_of_interest_Place,real_estate_agency_Place,shopping_mall_Place,store__Place,synagogue_Place,tourist_attraction_Place,travel_agency_Place,zoo_Place,Hotel_name,area_Hotel,hotel_star_rating_Hotel,mmt_review_score_Hotel,Price_Hotel,Longitude_Hotel,Latitude_Hotel,Distance_to_Place_form_Hotel,budget,budget_level
1303,1303,Hotel Kaveri,Wagholi,3.9,250,1,20.8049091,78.1800319,57,1.841052356,Rajiv Gandhi Zoological Park,18.4854211,73.9567389,1.6,ChIJr3FgCyLpwjsRx6M5GdfpfOo,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,Hotel New Firangai Lodging,Kurukumbh,1,2.5,4364,74.52453,18.39732,0.568387877,4614,4
1304,1304,Hotel Kaveri,Wagholi,3.9,250,1,20.8049091,78.1800319,57,1.841052356,Rajiv Gandhi Zoological Park,18.4854211,73.9567389,1.6,ChIJr3FgCyLpwjsRx6M5GdfpfOo,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,Hotel Fort Jadhavgadh,"Koregaon Park,Kalyani Nagar,Magarpatta",5,3.9,11328,74.002798,18.395637,0.047986986,11578,5
1305,1305,Shahji's Parantha House,Rasta Peth,4.4,250,1,17.6587282,75.9058248,57,1.98853644,Rajiv Gandhi Zoological Park,18.4854211,73.9567389,1.6,ChIJr3FgCyLpwjsRx6M5GdfpfOo,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,Hotel Yashraj Inn,"Pune Nagar Highway,Wagholil",1,3.5,1177,73.975046,18.579636,0.022436422,1427,1
1306,1306,Shahji's Parantha House,Rasta Peth,4.4,250,1,17.6587282,75.9058248,57,1.98853644,Rajiv Gandhi Zoological Park,18.4854211,73.9567389,1.6,ChIJr3FgCyLpwjsRx6M5GdfpfOo,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,Hotel Krishna Palace Wagholi,"Nr Mapple Hotel,Nagar Rd,Pune",1,3.3,1161,73.969263,18.577188,0.017614137,1411,1
1307,1307,Shahji's Parantha House,Rasta Peth,4.4,250,1,17.6587282,75.9058248,57,1.98853644,Rajiv Gandhi Zoological Park,18.4854211,73.9567389,1.6,ChIJr3FgCyLpwjsRx6M5GdfpfOo,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,Hotel Jolly,"Pune-Solapur Road, Daund, Pune",1,3.6,5023,74.164376,18.485882,0.207637122,5273,4
1308,1308,Shahji's Parantha House,Rasta Peth,4.4,250,1,17.6587282,75.9058248,57,1.98853644,Rajiv Gandhi Zoological Park,18.4854211,73.9567389,1.6,ChIJr3FgCyLpwjsRx6M5GdfpfOo,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,Hotel Krishna Palace - Viman Nagar,"Opp Phoenix Mall, Wadgaonsheri",1,4.1,4000,73.956027,18.572369,0.011200508,4250,4
1309,1309,Shahji's Parantha House,Rasta Peth,4.4,250,1,17.6587282,75.9058248,57,1.98853644,Rajiv Gandhi Zoological Park,18.4854211,73.9567389,1.6,ChIJr3FgCyLpwjsRx6M5GdfpfOo,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,Hotel Mapple Adhwryou,Pune Railway Station,4,3.9,2302,73.95938,18.574101,0.011845402,2552,3
1310,1310,Shahji's Parantha House,Rasta Peth,4.4,250,1,17.6587282,75.9058248,57,1.98853644,Rajiv Gandhi Zoological Park,18.4854211,73.9567389,1.6,ChIJr3FgCyLpwjsRx6M5GdfpfOo,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,Hotel Oasis,"Solapur Road,Uruli Kanchan",1,2,3600,74.089004,18.492239,0.132270977,3850,4
1311,1311,Shahji's Parantha House,Rasta Peth,4.4,250,1,17.6587282,75.9058248,57,1.98853644,Rajiv Gandhi Zoological Park,18.4854211,73.9567389,1.6,ChIJr3FgCyLpwjsRx6M5GdfpfOo,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,Hotel Gandharva Residency Hadapsar,Hadapsar,2,3.3,1441,73.954686,18.4992173,0.00270728,1691,2
1312,1312,Shahji's Parantha House,Rasta Peth,4.4,250,1,17.6587282,75.9058248,57,1.98853644,Rajiv Gandhi Zoological Park,18.4854211,73.9567389,1.6,ChIJr3FgCyLpwjsRx6M5GdfpfOo,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,Hotel Maharaja Inn,Daund,1,3.4,1758,74.50947,18.400211,0.5532926,2008,2
1313,1313,Shahji's Parantha House,Rasta Peth,4.4,250,1,17.6587282,75.9058248,57,1.98853644,Rajiv Gandhi Zoological Park,18.4854211,73.9567389,1.6,ChIJr3FgCyLpwjsRx6M5GdfpfOo,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,Hotel New Firangai Lodging,Kurukumbh,1,2.5,4364,74.52453,18.39732,0.568387877,4614,4
1314,1314,Shahji's Parantha House,Rasta Peth,4.4,250,1,17.6587282,75.9058248,57,1.98853644,Rajiv Gandhi Zoological Park,18.4854211,73.9567389,1.6,ChIJr3FgCyLpwjsRx6M5GdfpfOo,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,Hotel Fort Jadhavgadh,"Koregaon Park,Kalyani Nagar,Magarpatta",5,3.9,11328,74.002798,18.395637,0.047986986,11578,5
1315,1315,Kafe Fusion,Baner,4.4,350,1,19.5322824,82.8086975,57,2.622011697,Rajiv Gandhi Zoological Park,18.4854211,73.9567389,1.6,ChIJr3FgCyLpwjsRx6M5GdfpfOo,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,Hotel Yashraj Inn,"Pune Nagar Highway,Wagholil",1,3.5,1177,73.975046,18.579636,0.022436422,1527,1
1316,1316,Kafe Fusion,Baner,4.4,350,1,19.5322824,82.8086975,57,2.622011697,Rajiv Gandhi Zoological Park,18.4854211,73.9567389,1.6,ChIJr3FgCyLpwjsRx6M5GdfpfOo,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,Hotel Krishna Palace Wagholi,"Nr Mapple Hotel,Nagar Rd,Pune",1,3.3,1161,73.969263,18.577188,0.017614137,1511,1
1317,1317,Kafe Fusion,Baner,4.4,350,1,19.5322824,82.8086975,57,2.622011697,Rajiv Gandhi Zoological Park,18.4854211,73.9567389,1.6,ChIJr3FgCyLpwjsRx6M5GdfpfOo,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,Hotel Jolly,"Pune-Solapur Road, Daund, Pune",1,3.6,5023,74.164376,18.485882,0.207637122,5373,4
1318,1318,Kafe Fusion,Baner,4.4,350,1,19.5322824,82.8086975,57,2.622011697,Rajiv Gandhi Zoological Park,18.4854211,73.9567389,1.6,ChIJr3FgCyLpwjsRx6M5GdfpfOo,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,Hotel Krishna Palace - Viman Nagar,"Opp Phoenix Mall, Wadgaonsheri",1,4.1,4000,73.956027,18.572369,0.011200508,4350,4
1319,1319,Kafe Fusion,Baner,4.4,350,1,19.5322824,82.8086975,57,2.622011697,Rajiv Gandhi Zoological Park,18.4854211,73.9567389,1.6,ChIJr3FgCyLpwjsRx6M5GdfpfOo,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,Hotel Mapple Adhwryou,Pune Railway Station,4,3.9,2302,73.95938,18.574101,0.011845402,2652,3
1320,1320,Kafe Fusion,Baner,4.4,350,1,19.5322824,82.8086975,57,2.622011697,Rajiv Gandhi Zoological Park,18.4854211,73.9567389,1.6,ChIJr3FgCyLpwjsRx6M5GdfpfOo,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,Hotel Oasis,"Solapur Road,Uruli Kanchan",1,2,3600,74.089004,18.492239,0.132270977,3950,4
1321,1321,Kafe Fusion,Baner,4.4,350,1,19.5322824,82.8086975,57,2.622011697,Rajiv Gandhi Zoological Park,18.4854211,73.9567389,1.6,ChIJr3FgCyLpwjsRx6M5GdfpfOo,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,Hotel Gandharva Residency Hadapsar,Hadapsar,2,3.3,1441,73.954686,18.4992173,0.00270728,1791,2
1322,1322,Kafe Fusion,Baner,4.4,350,1,19.5322824,82.8086975,57,2.622011697,Rajiv Gandhi Zoological Park,18.4854211,73.9567389,1.6,ChIJr3FgCyLpwjsRx6M5GdfpfOo,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,Hotel Maharaja Inn,Daund,1,3.4,1758,74.50947,18.400211,0.5532926,2108,2
1323,1323,Kafe Fusion,Baner,4.4,350,1,19.5322824,82.8086975,57,2.622011697,Rajiv Gandhi Zoological Park,18.4854211,73.9567389,1.6,ChIJr3FgCyLpwjsRx6M5GdfpfOo,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,Hotel New Firangai Lodging,Kurukumbh,1,2.5,4364,74.52453,18.39732,0.568387877,4714,4
1324,1324,Kafe Fusion,Baner,4.4,350,1,19.5322824,82.8086975,57,2.622011697,Rajiv Gandhi Zoological Park,18.4854211,73.9567389,1.6,ChIJr3FgCyLpwjsRx6M5GdfpfOo,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,Hotel Fort Jadhavgadh,"Koregaon Park,Kalyani Nagar,Magarpatta",5,3.9,11328,74.002798,18.395637,0.047986986,11678,5
1325,1325,Kathputli - The Drunken Puppet,Baner,0,500,2,19.5322824,82.8086975,57,2.622011697,Rajiv Gandhi Zoological Park,18.4854211,73.9567389,1.6,ChIJr3FgCyLpwjsRx6M5GdfpfOo,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,Hotel Yashraj Inn,"Pune Nagar Highway,Wagholil",1,3.5,1177,73.975046,18.579636,0.022436422,1677,2
1326,1326,Kathputli - The Drunken Puppet,Baner,0,500,2,19.5322824,82.8086975,57,2.622011697,Rajiv Gandhi Zoological Park,18.4854211,73.9567389,1.6,ChIJr3FgCyLpwjsRx6M5GdfpfOo,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,Hotel Krishna Palace Wagholi,"Nr Mapple Hotel,Nagar Rd,Pune",1,3.3,1161,73.969263,18.577188,0.017614137,1661,1
1327,1327,Kathputli - The Drunken Puppet,Baner,0,500,2,19.5322824,82.8086975,57,2.622011697,Rajiv Gandhi Zoological Park,18.4854211,73.9567389,1.6,ChIJr3FgCyLpwjsRx6M5GdfpfOo,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,Hotel Jolly,"Pune-Solapur Road, Daund, Pune",1,3.6,5023,74.164376,18.485882,0.207637122,5523,5
1328,1328,Kathputli - The Drunken Puppet,Baner,0,500,2,19.5322824,82.8086975,57,2.622011697,Rajiv Gandhi Zoological Park,18.4854211,73.9567389,1.6,ChIJr3FgCyLpwjsRx6M5GdfpfOo,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,Hotel Krishna Palace - Viman Nagar,"Opp Phoenix Mall, Wadgaonsheri",1,4.1,4000,73.956027,18.572369,0.011200508,4500,4
1329,1329,Kathputli - The Drunken Puppet,Baner,0,500,2,19.5322824,82.8086975,57,2.622011697,Rajiv Gandhi Zoological Park,18.4854211,73.9567389,1.6,ChIJr3FgCyLpwjsRx6M5GdfpfOo,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,Hotel Mapple Adhwryou,Pune Railway Station,4,3.9,2302,73.95938,18.574101,0.011845402,2802,3
1330,1330,Kathputli - The Drunken Puppet,Baner,0,500,2,19.5322824,82.8086975,57,2.622011697,Rajiv Gandhi Zoological Park,18.4854211,73.9567389,1.6,ChIJr3FgCyLpwjsRx6M5GdfpfOo,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,Hotel Oasis,"Solapur Road,Uruli Kanchan",1,2,3600,74.089004,18.492239,0.132270977,4100,4
1331,1331,Kathputli - The Drunken Puppet,Baner,0,500,2,19.5322824,82.8086975,57,2.622011697,Rajiv Gandhi Zoological Park,18.4854211,73.9567389,1.6,ChIJr3FgCyLpwjsRx6M5GdfpfOo,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,Hotel Gandharva Residency Hadapsar,Hadapsar,2,3.3,1441,73.954686,18.4992173,0.00270728,1941,2
1332,1332,Kathputli - The Drunken Puppet,Baner,0,500,2,19.5322824,82.8086975,57,2.622011697,Rajiv Gandhi Zoological Park,18.4854211,73.9567389,1.6,ChIJr3FgCyLpwjsRx6M5GdfpfOo,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,Hotel Maharaja Inn,Daund,1,3.4,1758,74.50947,18.400211,0.5532926,2258,2
1333,1333,Kathputli - The Drunken Puppet,Baner,0,500,2,19.5322824,82.8086975,57,2.622011697,Rajiv Gandhi Zoological Park,18.4854211,73.9567389,1.6,ChIJr3FgCyLpwjsRx6M5GdfpfOo,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,Hotel New Firangai Lodging,Kurukumbh,1,2.5,4364,74.52453,18.39732,0.568387877,4864,4
1334,1334,Kathputli - The Drunken Puppet,Baner,0,500,2,19.5322824,82.8086975,57,2.622011697,Rajiv Gandhi Zoological Park,18.4854211,73.9567389,1.6,ChIJr3FgCyLpwjsRx6M5GdfpfOo,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,Hotel Fort Jadhavgadh,"Koregaon Park,Kalyani Nagar,Magarpatta",5,3.9,11328,74.002798,18.395637,0.047986986,11828,5
1335,1335,Buon Cibo- The Italian Cafe,Baner,0,350,1,19.5322824,82.8086975,57,2.622011697,Rajiv Gandhi Zoological Park,18.4854211,73.9567389,1.6,ChIJr3FgCyLpwjsRx6M5GdfpfOo,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,Hotel Yashraj Inn,"Pune Nagar Highway,Wagholil",1,3.5,1177,73.975046,18.579636,0.022436422,1527,1
1336,1336,Buon Cibo- The Italian Cafe,Baner,0,350,1,19.5322824,82.8086975,57,2.622011697,Rajiv Gandhi Zoological Park,18.4854211,73.9567389,1.6,ChIJr3FgCyLpwjsRx6M5GdfpfOo,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,Hotel Krishna Palace Wagholi,"Nr Mapple Hotel,Nagar Rd,Pune",1,3.3,1161,73.969263,18.577188,0.017614137,1511,1
1337,1337,Buon Cibo- The Italian Cafe,Baner,0,350,1,19.5322824,82.8086975,57,2.622011697,Rajiv Gandhi Zoological Park,18.4854211,73.9567389,1.6,ChIJr3FgCyLpwjsRx6M5GdfpfOo,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,Hotel Jolly,"Pune-Solapur Road, Daund, Pune",1,3.6,5023,74.164376,18.485882,0.207637122,5373,4
1338,1338,Buon Cibo- The Italian Cafe,Baner,0,350,1,19.5322824,82.8086975,57,2.622011697,Rajiv Gandhi Zoological Park,18.4854211,73.9567389,1.6,ChIJr3FgCyLpwjsRx6M5GdfpfOo,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,Hotel Krishna Palace - Viman Nagar,"Opp Phoenix Mall, Wadgaonsheri",1,4.1,4000,73.956027,18.572369,0.011200508,4350,4
1339,1339,Buon Cibo- The Italian Cafe,Baner,0,350,1,19.5322824,82.8086975,57,2.622011697,Rajiv Gandhi Zoological Park,18.4854211,73.9567389,1.6,ChIJr3FgCyLpwjsRx6M5GdfpfOo,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,Hotel Mapple Adhwryou,Pune Railway Station,4,3.9,2302,73.95938,18.574101,0.011845402,2652,3
1340,1340,Buon Cibo- The Italian Cafe,Baner,0,350,1,19.5322824,82.8086975,57,2.622011697,Rajiv Gandhi Zoological Park,18.4854211,73.9567389,1.6,ChIJr3FgCyLpwjsRx6M5GdfpfOo,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,Hotel Oasis,"Solapur Road,Uruli Kanchan",1,2,3600,74.089004,18.492239,0.132270977,3950,4
1341,1341,Buon Cibo- The Italian Cafe,Baner,0,350,1,19.5322824,82.8086975,57,2.622011697,Rajiv Gandhi Zoological Park,18.4854211,73.9567389,1.6,ChIJr3FgCyLpwjsRx6M5GdfpfOo,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,Hotel Gandharva Residency Hadapsar,Hadapsar,2,3.3,1441,73.954686,18.4992173,0.00270728,1791,2
1342,1342,Buon Cibo- The Italian Cafe,Baner,0,350,1,19.5322824,82.8086975,57,2.622011697,Rajiv Gandhi Zoological Park,18.4854211,73.9567389,1.6,ChIJr3FgCyLpwjsRx6M5GdfpfOo,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,Hotel Maharaja Inn,Daund,1,3.4,1758,74.50947,18.400211,0.5532926,2108,2
1343,1343,Buon Cibo- The Italian Cafe,Baner,0,350,1,19.5322824,82.8086975,57,2.622011697,Rajiv Gandhi Zoological Park,18.4854211,73.9567389,1.6,ChIJr3FgCyLpwjsRx6M5GdfpfOo,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,Hotel New Firangai Lodging,Kurukumbh,1,2.5,4364,74.52453,18.39732,0.568387877,4714,4
1344,1344,Buon Cibo- The Italian Cafe,Baner,0,350,1,19.5322824,82.8086975,57,2.622011697,Rajiv Gandhi Zoological Park,18.4854211,73.9567389,1.6,ChIJr3FgCyLpwjsRx6M5GdfpfOo,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,Hotel Fort Jadhavgadh,"Koregaon Park,Kalyani Nagar,Magarpatta",5,3.9,11328,74.002798,18.395637,0.047986986,11678,5
1345,1345,Wada Culture,Baner,3.9,400,1,19.5322824,82.8086975,57,2.622011697,Rajiv Gandhi Zoological Park,18.4854211,73.9567389,1.6,ChIJr3FgCyLpwjsRx6M5GdfpfOo,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,Hotel Yashraj Inn,"Pune Nagar Highway,Wagholil",1,3.5,1177,73.975046,18.579636,0.022436422,1577,1
1346,1346,Wada Culture,Baner,3.9,400,1,19.5322824,82.8086975,57,2.622011697,Rajiv Gandhi Zoological Park,18.4854211,73.9567389,1.6,ChIJr3FgCyLpwjsRx6M5GdfpfOo,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,Hotel Krishna Palace Wagholi,"Nr Mapple Hotel,Nagar Rd,Pune",1,3.3,1161,73.969263,18.577188,0.017614137,1561,1
1347,1347,Wada Culture,Baner,3.9,400,1,19.5322824,82.8086975,57,2.622011697,Rajiv Gandhi Zoological Park,18.4854211,73.9567389,1.6,ChIJr3FgCyLpwjsRx6M5GdfpfOo,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,Hotel Jolly,"Pune-Solapur Road, Daund, Pune",1,3.6,5023,74.164376,18.485882,0.207637122,5423,5
1348,1348,Wada Culture,Baner,3.9,400,1,19.5322824,82.8086975,57,2.622011697,Rajiv Gandhi Zoological Park,18.4854211,73.9567389,1.6,ChIJr3FgCyLpwjsRx6M5GdfpfOo,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,Hotel Krishna Palace - Viman Nagar,"Opp Phoenix Mall, Wadgaonsheri",1,4.1,4000,73.956027,18.572369,0.011200508,4400,4
1349,1349,Wada Culture,Baner,3.9,400,1,19.5322824,82.8086975,57,2.622011697,Rajiv Gandhi Zoological Park,18.4854211,73.9567389,1.6,ChIJr3FgCyLpwjsRx6M5GdfpfOo,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,Hotel Mapple Adhwryou,Pune Railway Station,4,3.9,2302,73.95938,18.574101,0.011845402,2702,3
1350,1350,Wada Culture,Baner,3.9,400,1,19.5322824,82.8086975,57,2.622011697,Rajiv Gandhi Zoological Park,18.4854211,73.9567389,1.6,ChIJr3FgCyLpwjsRx6M5GdfpfOo,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,Hotel Oasis,"Solapur Road,Uruli Kanchan",1,2,3600,74.089004,18.492239,0.132270977,4000,4
1351,1351,Wada Culture,Baner,3.9,400,1,19.5322824,82.8086975,57,2.622011697,Rajiv Gandhi Zoological Park,18.4854211,73.9567389,1.6,ChIJr3FgCyLpwjsRx6M5GdfpfOo,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,Hotel Gandharva Residency Hadapsar,Hadapsar,2,3.3,1441,73.954686,18.4992173,0.00270728,1841,2
1352,1352,Wada Culture,Baner,3.9,400,1,19.5322824,82.8086975,57,2.622011697,Rajiv Gandhi Zoological Park,18.4854211,73.9567389,1.6,ChIJr3FgCyLpwjsRx6M5GdfpfOo,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,Hotel Maharaja Inn,Daund,1,3.4,1758,74.50947,18.400211,0.5532926,2158,2
1353,1353,Wada Culture,Baner,3.9,400,1,19.5322824,82.8086975,57,2.622011697,Rajiv Gandhi Zoological Park,18.4854211,73.9567389,1.6,ChIJr3FgCyLpwjsRx6M5GdfpfOo,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,Hotel New Firangai Lodging,Kurukumbh,1,2.5,4364,74.52453,18.39732,0.568387877,4764,4
1354,1354,Wada Culture,Baner,3.9,400,1,19.5322824,82.8086975,57,2.622011697,Rajiv Gandhi Zoological Park,18.4854211,73.9567389,1.6,ChIJr3FgCyLpwjsRx6M5GdfpfOo,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,Hotel Fort Jadhavgadh,"Koregaon Park,Kalyani Nagar,Magarpatta",5,3.9,11328,74.002798,18.395637,0.047986986,11728,5
1355,1355,The Havelii,Baner,4.6,750,2,19.5322824,82.8086975,57,2.622011697,Rajiv Gandhi Zoological Park,18.4854211,73.9567389,1.6,ChIJr3FgCyLpwjsRx6M5GdfpfOo,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,Hotel Yashraj Inn,"Pune Nagar Highway,Wagholil",1,3.5,1177,73.975046,18.579636,0.022436422,1927,2
1356,1356,The Havelii,Baner,4.6,750,2,19.5322824,82.8086975,57,2.622011697,Rajiv Gandhi Zoological Park,18.4854211,73.9567389,1.6,ChIJr3FgCyLpwjsRx6M5GdfpfOo,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,Hotel Krishna Palace Wagholi,"Nr Mapple Hotel,Nagar Rd,Pune",1,3.3,1161,73.969263,18.577188,0.017614137,1911,2
1357,1357,The Havelii,Baner,4.6,750,2,19.5322824,82.8086975,57,2.622011697,Rajiv Gandhi Zoological Park,18.4854211,73.9567389,1.6,ChIJr3FgCyLpwjsRx6M5GdfpfOo,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,Hotel Jolly,"Pune-Solapur Road, Daund, Pune",1,3.6,5023,74.164376,18.485882,0.207637122,5773,5
1358,1358,The Havelii,Baner,4.6,750,2,19.5322824,82.8086975,57,2.622011697,Rajiv Gandhi Zoological Park,18.4854211,73.9567389,1.6,ChIJr3FgCyLpwjsRx6M5GdfpfOo,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,Hotel Krishna Palace - Viman Nagar,"Opp Phoenix Mall, Wadgaonsheri",1,4.1,4000,73.956027,18.572369,0.011200508,4750,4
1359,1359,The Havelii,Baner,4.6,750,2,19.5322824,82.8086975,57,2.622011697,Rajiv Gandhi Zoological Park,18.4854211,73.9567389,1.6,ChIJr3FgCyLpwjsRx6M5GdfpfOo,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,Hotel Mapple Adhwryou,Pune Railway Station,4,3.9,2302,73.95938,18.574101,0.011845402,3052,3
1360,1360,The Havelii,Baner,4.6,750,2,19.5322824,82.8086975,57,2.622011697,Rajiv Gandhi Zoological Park,18.4854211,73.9567389,1.6,ChIJr3FgCyLpwjsRx6M5GdfpfOo,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,Hotel Oasis,"Solapur Road,Uruli Kanchan",1,2,3600,74.089004,18.492239,0.132270977,4350,4
1361,1361,The Havelii,Baner,4.6,750,2,19.5322824,82.8086975,57,2.622011697,Rajiv Gandhi Zoological Park,18.4854211,73.9567389,1.6,ChIJr3FgCyLpwjsRx6M5GdfpfOo,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,Hotel Gandharva Residency Hadapsar,Hadapsar,2,3.3,1441,73.954686,18.4992173,0.00270728,2191,2
1362,1362,The Havelii,Baner,4.6,750,2,19.5322824,82.8086975,57,2.622011697,Rajiv Gandhi Zoological Park,18.4854211,73.9567389,1.6,ChIJr3FgCyLpwjsRx6M5GdfpfOo,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,Hotel Maharaja Inn,Daund,1,3.4,1758,74.50947,18.400211,0.5532926,2508,3
1363,1363,The Havelii,Baner,4.6,750,2,19.5322824,82.8086975,57,2.622011697,Rajiv Gandhi Zoological Park,18.4854211,73.9567389,1.6,ChIJr3FgCyLpwjsRx6M5GdfpfOo,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,Hotel New Firangai Lodging,Kurukumbh,1,2.5,4364,74.52453,18.39732,0.568387877,5114,4
1364,1364,The Havelii,Baner,4.6,750,2,19.5322824,82.8086975,57,2.622011697,Rajiv Gandhi Zoological Park,18.4854211,73.9567389,1.6,ChIJr3FgCyLpwjsRx6M5GdfpfOo,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,Hotel Fort Jadhavgadh,"Koregaon Park,Kalyani Nagar,Magarpatta",5,3.9,11328,74.002798,18.395637,0.047986986,12078,5
